Order ID,Product Name,Invoice date,City shipped,State,Sales quantity,Price per unit,Revenue,External commissions,Months
CA-2020-614,Fisomol Syrup (100 ml),03-12-2020,Lucknow,Uttar Pradesh,186.0,500.0,93000.0,13458.0,Dec
CA-2020-615,Fisomol Syrup (100 ml),16-06-2020,Lucknow,Uttar Pradesh,150.0,500.0,75000.0,402.0,Jun
CA-2020-616,Fisomol Syrup (100 ml),19-06-2020,Lucknow,Uttar Pradesh,293.0,500.0,146500.0,2638.0,Jun
CA-2020-617,Fisomol Syrup (100 ml),27-06-2020,Lucknow,Uttar Pradesh,226.0,500.0,113000.0,1545.0,Jun
CA-2020-618,Fisomol Syrup (100 ml),22-10-2020,Lucknow,Uttar Pradesh,87.0,500.0,43500.0,3098.0,Oct
CA-2020-619,Fisomol Syrup (100 ml),22-08-2020,Lucknow,Uttar Pradesh,346.0,500.0,173000.0,10536.0,Aug
CA-2020-620,Fisomol Syrup (100 ml),26-12-2020,Lucknow,Uttar Pradesh,235.0,500.0,117500.0,8587.0,Dec
CA-2020-621,Fisomol Syrup (100 ml),22-06-2020,Lucknow,Uttar Pradesh,323.0,500.0,161500.0,1356.0,Jun
CA-2020-622,Fisomol Syrup (100 ml),23-11-2020,Lucknow,Uttar Pradesh,176.0,500.0,88000.0,4873.0,Nov
CA-2020-623,Fisomol Syrup (100 ml),20-11-2020,Lucknow,Uttar Pradesh,421.0,500.0,210500.0,1960.0,Nov
CA-2020-624,Fisomol Syrup (100 ml),27-04-2020,Lucknow,Uttar Pradesh,129.0,500.0,64500.0,3483.0,Apr
CA-2020-625,Fisomol Syrup (100 ml),25-12-2020,Lucknow,Uttar Pradesh,475.0,500.0,237500.0,1247.0,Dec
CA-2020-626,Fisomol Syrup (100 ml),03-02-2020,Lucknow,Uttar Pradesh,228.0,500.0,114000.0,11714.0,Feb
CA-2020-627,Fisomol Syrup (100 ml),12-08-2020,Lucknow,Uttar Pradesh,432.0,500.0,216000.0,4550.0,Aug
CA-2020-628,Fisomol Syrup (100 ml),16-06-2020,Lucknow,Uttar Pradesh,127.0,500.0,63500.0,2973.0,Jun
CA-2020-629,Fisomol Syrup (100 ml),02-01-2020,Lucknow,Uttar Pradesh,2.0,500.0,1000.0,150.0,Jan
CA-2020-630,Fisomol Syrup (100 ml),28-06-2020,Lucknow,Uttar Pradesh,263.0,500.0,131500.0,13283.0,Jun
CA-2020-631,Fisomol Syrup (100 ml),02-11-2020,Lucknow,Uttar Pradesh,448.0,500.0,224000.0,15615.0,Nov
CA-2020-632,Fisomol Syrup (100 ml),23-05-2020,Lucknow,Uttar Pradesh,83.0,500.0,41500.0,4390.0,May
CA-2020-633,Fisomol Syrup (100 ml),25-05-2020,Lucknow,Uttar Pradesh,388.0,500.0,194000.0,4554.0,May
CA-2020-634,Fisomol Syrup (100 ml),03-03-2020,Lucknow,Uttar Pradesh,432.0,500.0,216000.0,10353.0,Mar
CA-2020-635,Fisomol Syrup (100 ml),17-12-2020,Lucknow,Uttar Pradesh,205.0,500.0,102500.0,7598.0,Dec
CA-2020-636,Fisomol Syrup (100 ml),29-10-2020,Lucknow,Uttar Pradesh,445.0,500.0,222500.0,4241.0,Oct
CA-2020-637,Fisomol Syrup (100 ml),09-05-2020,Lucknow,Uttar Pradesh,121.0,500.0,60500.0,834.0,May
CA-2020-638,Fisomol Syrup (100 ml),17-01-2020,Lucknow,Uttar Pradesh,97.0,500.0,48500.0,1987.0,Jan
CA-2020-639,Fisomol Syrup (100 ml),27-10-2020,Lucknow,Uttar Pradesh,283.0,500.0,141500.0,5017.0,Oct
CA-2020-640,Fisomol Syrup (100 ml),04-04-2020,Lucknow,Uttar Pradesh,440.0,500.0,220000.0,15908.0,Apr
CA-2020-641,Fisomol Syrup (100 ml),25-03-2020,Lucknow,Uttar Pradesh,120.0,500.0,60000.0,9664.0,Mar
CA-2020-642,Fisomol Syrup (100 ml),11-11-2020,Lucknow,Uttar Pradesh,401.0,500.0,200500.0,11495.0,Nov
CA-2020-643,Fisomol Syrup (100 ml),18-03-2020,Lucknow,Uttar Pradesh,366.0,500.0,183000.0,10438.0,Mar
CA-2020-644,Fisomol Syrup (100 ml),16-03-2020,Lucknow,Uttar Pradesh,15.0,500.0,7500.0,710.0,Mar
CA-2020-645,Fisomol Syrup (100 ml),01-03-2020,Lucknow,Uttar Pradesh,61.0,500.0,30500.0,596.0,Mar
CA-2020-646,Fisomol Syrup (100 ml),30-10-2020,Lucknow,Uttar Pradesh,480.0,500.0,240000.0,15307.0,Oct
CA-2020-647,Fisomol Syrup (100 ml),05-03-2020,Vasco Da Gama,Goa,287.0,500.0,143500.0,16173.0,Mar
CA-2020-648,Fisomol Syrup (100 ml),07-06-2020,Mahbubnagar,Telangana,308.0,500.0,154000.0,10286.0,Jun
CA-2020-649,Fisomol Syrup (100 ml),19-04-2020,Mahbubnagar,Telangana,232.0,500.0,116000.0,2735.0,Apr
CA-2020-650,Fisomol Syrup (100 ml),01-09-2020,Mahbubnagar,Telangana,270.0,500.0,135000.0,14130.0,Sep
CA-2020-651,Fisomol Syrup (100 ml),06-01-2020,Lucknow,Uttar Pradesh,191.0,500.0,95500.0,1473.0,Jan
CA-2020-652,Fisomol Syrup (100 ml),06-11-2020,Lucknow,Uttar Pradesh,490.0,500.0,245000.0,4151.0,Nov
CA-2020-653,Fisomol Syrup (100 ml),19-06-2020,Gudivada,Uttarakhand,132.0,500.0,66000.0,12534.0,Jun
CA-2020-654,Fisomol Syrup (100 ml),05-04-2020,Lucknow,Uttar Pradesh,467.0,500.0,233500.0,9722.0,Apr
CA-2020-655,Fisomol Syrup (100 ml),24-06-2020,Giridih,Jharkhand,395.0,500.0,197500.0,14487.0,Jun
CA-2020-656,Fisomol Syrup (100 ml),15-02-2020,Udupi,Karnataka,289.0,500.0,144500.0,5991.0,Feb
CA-2020-657,Fisomol Syrup (100 ml),20-03-2020,Udupi,Karnataka,496.0,500.0,248000.0,8148.0,Mar
CA-2020-658,Fisomol Syrup (100 ml),25-06-2020,Udupi,Karnataka,243.0,500.0,121500.0,3790.0,Jun
CA-2020-659,Fisomol Syrup (100 ml),20-01-2020,Jaunpur,Uttar Pradesh,255.0,500.0,127500.0,909.0,Jan
CA-2020-660,Fisomol Syrup (100 ml),25-03-2020,Tadepalligudem,Uttarakhand,191.0,500.0,95500.0,2465.0,Mar
CA-2020-661,Fisomol Syrup (100 ml),24-09-2020,Lucknow,Uttar Pradesh,411.0,500.0,205500.0,5685.0,Sep
CA-2020-662,Fisomol Syrup (100 ml),25-01-2020,Tadepalligudem,Uttarakhand,312.0,500.0,156000.0,8497.0,Jan
CA-2020-663,Fisomol Syrup (100 ml),10-01-2020,Lucknow,Uttar Pradesh,442.0,500.0,221000.0,14562.0,Jan
CA-2020-664,Fisomol Syrup (100 ml),26-04-2020,Lucknow,Uttar Pradesh,427.0,500.0,213500.0,2445.0,Apr
CA-2020-665,Fisomol Syrup (100 ml),28-07-2020,Lucknow,Uttar Pradesh,39.0,500.0,19500.0,2606.0,Jul
CA-2020-666,Fisomol Syrup (100 ml),04-04-2020,Lucknow,Uttar Pradesh,375.0,500.0,187500.0,8308.0,Apr
CA-2020-667,Fisomol Syrup (100 ml),03-01-2020,Lucknow,Uttar Pradesh,497.0,500.0,248500.0,10306.0,Jan
CA-2020-668,Fisomol Syrup (100 ml),27-02-2020,Lucknow,Uttar Pradesh,62.0,500.0,31000.0,3213.0,Feb
CA-2020-669,Fisomol Syrup (100 ml),14-02-2020,Lucknow,Uttar Pradesh,55.0,500.0,27500.0,3747.0,Feb
CA-2020-670,Fisomol Syrup (100 ml),18-05-2020,Pudukkottai,Tamil Nadu,496.0,500.0,248000.0,10396.0,May
CA-2020-671,Fisomol Syrup (100 ml),18-12-2020,Lucknow,Uttar Pradesh,484.0,500.0,242000.0,4286.0,Dec
CA-2020-672,Fisomol Syrup (100 ml),11-12-2020,Lucknow,Uttar Pradesh,219.0,500.0,109500.0,2234.0,Dec
CA-2020-673,Fisomol Syrup (100 ml),27-04-2020,Lucknow,Uttar Pradesh,43.0,500.0,21500.0,3285.0,Apr
CA-2020-674,Fisomol Syrup (100 ml),25-05-2020,Lucknow,Uttar Pradesh,365.0,500.0,182500.0,732.0,May
CA-2020-675,Fisomol Syrup (100 ml),09-05-2020,Lucknow,Uttar Pradesh,278.0,500.0,139000.0,5874.0,May
CA-2020-676,Fisomol Syrup (100 ml),17-06-2020,Lucknow,Uttar Pradesh,143.0,500.0,71500.0,3137.0,Jun
CA-2020-677,Fisomol Syrup (100 ml),13-06-2020,Amaravati,Uttarakhand,8.0,500.0,4000.0,611.0,Jun
CA-2020-678,Fisomol Syrup (100 ml),28-07-2020,Vasco Da Gama,Goa,184.0,500.0,92000.0,9067.0,Jul
CA-2020-679,Fisomol Syrup (100 ml),16-02-2020,Vasco Da Gama,Goa,142.0,500.0,71000.0,3474.0,Feb
CA-2020-680,Fisomol Syrup (100 ml),16-01-2020,Vasco Da Gama,Goa,51.0,500.0,25500.0,4366.0,Jan
CA-2020-681,Fisomol Syrup (100 ml),15-03-2020,Lucknow,Uttar Pradesh,191.0,500.0,95500.0,2522.0,Mar
CA-2020-682,Fisomol Syrup (100 ml),25-06-2020,Madanapalle,Uttarakhand,282.0,500.0,141000.0,12629.0,Jun
CA-2020-683,Fisomol Syrup (100 ml),12-03-2020,Lucknow,Uttar Pradesh,112.0,500.0,56000.0,4179.0,Mar
CA-2020-684,Fisomol Syrup (100 ml),05-09-2020,Phagwara,Punjab,49.0,500.0,24500.0,4833.0,Sep
CA-2020-685,Fisomol Syrup (100 ml),12-06-2020,Tadipatri,Uttarakhand,94.0,500.0,47000.0,5369.0,Jun
CA-2020-686,Fisomol Syrup (100 ml),13-11-2020,Gudivada,Uttarakhand,454.0,500.0,227000.0,13949.0,Nov
CA-2020-687,Fisomol Syrup (100 ml),25-09-2020,Medininagar,Jharkhand,311.0,500.0,155500.0,9531.0,Sep
CA-2020-688,Fisomol Syrup (100 ml),09-05-2020,Lucknow,Uttar Pradesh,104.0,500.0,52000.0,7196.0,May
CA-2020-689,Fisomol Syrup (100 ml),10-11-2020,Lucknow,Uttar Pradesh,286.0,500.0,143000.0,1823.0,Nov
CA-2020-690,Fisomol Syrup (100 ml),10-01-2020,Lucknow,Uttar Pradesh,122.0,500.0,61000.0,5136.0,Jan
CA-2020-691,Fisomol Syrup (100 ml),08-03-2020,Lucknow,Uttar Pradesh,420.0,500.0,210000.0,10605.0,Mar
CA-2020-692,Fisomol Syrup (100 ml),18-05-2020,Lucknow,Uttar Pradesh,265.0,500.0,132500.0,13619.0,May
CA-2020-693,Fisomol Syrup (100 ml),09-05-2020,Udupi,Karnataka,264.0,500.0,132000.0,11189.0,May
CA-2020-694,Fisomol Syrup (100 ml),08-01-2020,Lucknow,Uttar Pradesh,448.0,500.0,224000.0,6154.0,Jan
CA-2020-695,Fisomol Syrup (100 ml),31-10-2020,Lucknow,Uttar Pradesh,455.0,500.0,227500.0,3439.0,Oct
CA-2020-696,Fisomol Syrup (100 ml),03-12-2020,Lucknow,Uttar Pradesh,189.0,500.0,94500.0,7328.0,Dec
CA-2020-697,Fisomol Syrup (100 ml),12-07-2020,Bhimavaram,Uttarakhand,291.0,500.0,145500.0,8895.0,Jul
CA-2020-698,Fisomol Syrup (100 ml),28-08-2020,Lucknow,Uttar Pradesh,110.0,500.0,55000.0,1676.0,Aug
CA-2020-699,Fisomol Syrup (100 ml),05-07-2020,Lucknow,Uttar Pradesh,323.0,500.0,161500.0,3606.0,Jul
CA-2020-700,Fisomol Syrup (100 ml),01-07-2020,Lucknow,Uttar Pradesh,387.0,500.0,193500.0,10733.0,Jul
CA-2020-701,Fisomol Syrup (100 ml),09-08-2020,Pudukkottai,Tamil Nadu,211.0,500.0,105500.0,7382.0,Aug
CA-2020-702,Fisomol Syrup (100 ml),17-06-2020,Pudukkottai,Tamil Nadu,198.0,500.0,99000.0,2282.0,Jun
CA-2020-703,Fisomol Syrup (100 ml),24-06-2020,Pudukkottai,Tamil Nadu,393.0,500.0,196500.0,9857.0,Jun
CA-2020-704,Fisomol Syrup (100 ml),19-06-2020,Bhimavaram,Uttarakhand,156.0,500.0,78000.0,10689.0,Jun
CA-2020-705,Fisomol Syrup (100 ml),20-09-2020,Jaunpur,Uttar Pradesh,402.0,500.0,201000.0,8041.0,Sep
CA-2020-706,Fisomol Syrup (100 ml),12-01-2020,Lucknow,Uttar Pradesh,391.0,500.0,195500.0,15865.0,Jan
IN-2020-707,Ceflo-200 Tablet (10x10 Alu-Alu),08-04-2020,Lucknow,Uttar Pradesh,464.0,243.0,112752.0,7950.0,Apr
CA-2020-708,Fisomol Syrup (100 ml),11-03-2020,Lucknow,Uttar Pradesh,498.0,500.0,249000.0,5160.0,Mar
CA-2020-709,Fisomol Syrup (100 ml),10-02-2020,Lucknow,Uttar Pradesh,332.0,500.0,166000.0,9145.0,Feb
CA-2020-710,Fisomol Syrup (100 ml),06-09-2020,Lucknow,Uttar Pradesh,43.0,500.0,21500.0,802.0,Sep
CA-2020-711,Fisomol Syrup (100 ml),02-02-2020,Lucknow,Uttar Pradesh,249.0,500.0,124500.0,1546.0,Feb
CA-2020-712,Fisomol Syrup (100 ml),06-03-2020,Lucknow,Uttar Pradesh,305.0,500.0,152500.0,7220.0,Mar
CA-2020-713,Fisomol Syrup (100 ml),25-09-2020,Lucknow,Uttar Pradesh,428.0,500.0,214000.0,6199.0,Sep
CA-2020-714,Fisomol Syrup (100 ml),29-05-2020,Medininagar,Jharkhand,344.0,500.0,172000.0,14658.0,May
CA-2020-715,Fisomol Syrup (100 ml),22-09-2020,Lucknow,Uttar Pradesh,422.0,500.0,211000.0,14525.0,Sep
CA-2020-716,Fisomol Syrup (100 ml),19-02-2020,Lucknow,Uttar Pradesh,356.0,500.0,178000.0,8998.0,Feb
CA-2020-717,Fisomol Syrup (100 ml),12-08-2020,Lucknow,Uttar Pradesh,474.0,500.0,237000.0,529.0,Aug
CA-2020-718,Fisomol Syrup (100 ml),18-02-2020,Lucknow,Uttar Pradesh,228.0,500.0,114000.0,15183.0,Feb
CA-2020-719,Fisomol Syrup (100 ml),08-06-2020,Vasco Da Gama,Goa,5.0,500.0,2500.0,322.0,Jun
CA-2020-720,Fisomol Syrup (100 ml),15-04-2020,Gudivada,Uttarakhand,227.0,500.0,113500.0,9201.0,Apr
CA-2020-721,Fisomol Syrup (100 ml),28-08-2020,Vasco Da Gama,Goa,339.0,500.0,169500.0,6824.0,Aug
CA-2020-722,Fisomol Syrup (100 ml),06-11-2020,Udupi,Karnataka,436.0,500.0,218000.0,7585.0,Nov
CA-2020-723,Fisomol Syrup (100 ml),19-03-2020,Lucknow,Uttar Pradesh,416.0,500.0,208000.0,3051.0,Mar
CA-2020-724,Fisomol Syrup (100 ml),03-04-2020,Lucknow,Uttar Pradesh,419.0,500.0,209500.0,11676.0,Apr
CA-2020-725,Fisomol Syrup (100 ml),07-02-2020,Mahbubnagar,Telangana,231.0,500.0,115500.0,13306.0,Feb
CA-2020-726,Fisomol Syrup (100 ml),25-04-2020,Lucknow,Uttar Pradesh,390.0,500.0,195000.0,15333.0,Apr
CA-2020-727,Fisomol Syrup (100 ml),06-12-2020,Lucknow,Uttar Pradesh,123.0,500.0,61500.0,11071.0,Dec
CA-2020-728,Fisomol Syrup (100 ml),22-01-2020,Lucknow,Uttar Pradesh,317.0,500.0,158500.0,6673.0,Jan
CA-2020-729,Fisomol Syrup (100 ml),11-05-2020,Lucknow,Uttar Pradesh,431.0,500.0,215500.0,4056.0,May
CA-2020-730,Fisomol Syrup (100 ml),27-08-2020,Lucknow,Uttar Pradesh,424.0,500.0,212000.0,5176.0,Aug
CA-2020-731,Fisomol Syrup (100 ml),25-11-2020,Lucknow,Uttar Pradesh,83.0,500.0,41500.0,8164.0,Nov
CA-2020-732,Fisomol Syrup (100 ml),01-09-2020,Sultan Pur Majra,Delhi,375.0,500.0,187500.0,13807.0,Sep
CA-2020-733,Fisomol Syrup (100 ml),05-11-2020,Giridih,Jharkhand,486.0,500.0,243000.0,14315.0,Nov
CA-2020-734,Fisomol Syrup (100 ml),20-02-2020,Tadipatri,Uttarakhand,94.0,500.0,47000.0,8831.0,Feb
CA-2020-735,Fisomol Syrup (100 ml),02-08-2020,Tadipatri,Uttarakhand,220.0,500.0,110000.0,4456.0,Aug
CA-2020-736,Fisomol Syrup (100 ml),15-10-2020,Tadepalligudem,Uttarakhand,436.0,500.0,218000.0,12803.0,Oct
CA-2020-737,Fisomol Syrup (100 ml),20-09-2020,Lucknow,Uttar Pradesh,262.0,500.0,131000.0,3609.0,Sep
CA-2020-738,Fisomol Syrup (100 ml),10-05-2020,Lucknow,Uttar Pradesh,388.0,500.0,194000.0,11556.0,May
CA-2020-739,Fisomol Syrup (100 ml),26-11-2020,Lucknow,Uttar Pradesh,416.0,500.0,208000.0,4552.0,Nov
CA-2020-740,Fisomol Syrup (100 ml),23-12-2020,Lucknow,Uttar Pradesh,54.0,500.0,27000.0,2536.0,Dec
CA-2020-741,Fisomol Syrup (100 ml),24-07-2020,Lucknow,Uttar Pradesh,84.0,500.0,42000.0,1981.0,Jul
CA-2020-742,Fisomol Syrup (100 ml),15-08-2020,Lucknow,Uttar Pradesh,413.0,500.0,206500.0,3743.0,Aug
CA-2020-743,Fisomol Syrup (100 ml),18-11-2020,Lucknow,Uttar Pradesh,461.0,500.0,230500.0,673.0,Nov
CA-2020-744,Fisomol Syrup (100 ml),13-11-2020,Lucknow,Uttar Pradesh,379.0,500.0,189500.0,15791.0,Nov
CA-2020-745,Fisomol Syrup (100 ml),17-03-2020,Lucknow,Uttar Pradesh,369.0,500.0,184500.0,861.0,Mar
CA-2020-746,Fisomol Syrup (100 ml),11-12-2020,Lucknow,Uttar Pradesh,303.0,500.0,151500.0,7765.0,Dec
CA-2020-747,Fisomol Syrup (100 ml),27-10-2020,Lucknow,Uttar Pradesh,390.0,500.0,195000.0,5906.0,Oct
CA-2020-748,Fisomol Syrup (100 ml),10-04-2020,Lucknow,Uttar Pradesh,109.0,500.0,54500.0,10119.0,Apr
CA-2020-749,Fisomol Syrup (100 ml),20-03-2020,Lucknow,Uttar Pradesh,472.0,500.0,236000.0,8732.0,Mar
CA-2020-750,Fisomol Syrup (100 ml),29-06-2020,Lucknow,Uttar Pradesh,239.0,500.0,119500.0,12234.0,Jun
CA-2020-751,Fisomol Syrup (100 ml),12-02-2020,Lucknow,Uttar Pradesh,66.0,500.0,33000.0,1659.0,Feb
CA-2020-752,Fisomol Syrup (100 ml),10-04-2020,Lucknow,Uttar Pradesh,477.0,500.0,238500.0,15159.0,Apr
CA-2020-753,Fisomol Syrup (100 ml),16-06-2020,Lucknow,Uttar Pradesh,209.0,500.0,104500.0,514.0,Jun
CA-2020-754,Fisomol Syrup (100 ml),05-06-2020,Lucknow,Uttar Pradesh,295.0,500.0,147500.0,8896.0,Jun
CA-2020-755,Fisomol Syrup (100 ml),21-05-2020,Lucknow,Uttar Pradesh,388.0,500.0,194000.0,8037.0,May
CA-2020-756,Fisomol Syrup (100 ml),04-11-2020,Lucknow,Uttar Pradesh,184.0,500.0,92000.0,8525.0,Nov
CA-2020-757,Fisomol Syrup (100 ml),18-01-2020,Lucknow,Uttar Pradesh,89.0,500.0,44500.0,8609.0,Jan
CA-2020-758,Fisomol Syrup (100 ml),28-10-2020,Lucknow,Uttar Pradesh,181.0,500.0,90500.0,5605.0,Oct
CA-2020-759,Fisomol Syrup (100 ml),12-12-2020,Lucknow,Uttar Pradesh,157.0,500.0,78500.0,13766.0,Dec
CA-2020-760,Fisomol Syrup (100 ml),16-02-2020,Lucknow,Uttar Pradesh,114.0,500.0,57000.0,10729.0,Feb
AR-2020-761,Avrid-NA Tablet (10X10 Strip ),14-01-2020,Lucknow,Uttar Pradesh,382.0,231.0,88242.0,3097.0,Jan
CA-2020-762,Fisomol Syrup (100 ml),28-09-2020,Lucknow,Uttar Pradesh,373.0,500.0,186500.0,4420.0,Sep
CA-2020-763,Fisomol Syrup (100 ml),19-04-2020,Bhind,Madhya Pradesh,389.0,500.0,194500.0,3658.0,Apr
CA-2020-764,Fisomol Syrup (100 ml),16-02-2020,Tadipatri,Uttarakhand,437.0,500.0,218500.0,5860.0,Feb
CA-2020-765,Fisomol Syrup (100 ml),30-04-2020,Medininagar,Jharkhand,178.0,500.0,89000.0,12778.0,Apr
CA-2020-766,Fisomol Syrup (100 ml),27-02-2020,Lucknow,Uttar Pradesh,388.0,500.0,194000.0,12416.0,Feb
CA-2020-767,Fisomol Syrup (100 ml),14-11-2020,Lucknow,Uttar Pradesh,436.0,500.0,218000.0,9950.0,Nov
CA-2020-768,Fisomol Syrup (100 ml),01-10-2020,Bhimavaram,Uttarakhand,148.0,500.0,74000.0,4489.0,Oct
CA-2020-769,Fisomol Syrup (100 ml),22-11-2020,Lucknow,Uttar Pradesh,177.0,500.0,88500.0,15825.0,Nov
CA-2020-770,Fisomol Syrup (100 ml),03-12-2020,Lucknow,Uttar Pradesh,407.0,500.0,203500.0,2756.0,Dec
CA-2020-771,Fisomol Syrup (100 ml),08-10-2020,Lucknow,Uttar Pradesh,489.0,500.0,244500.0,2493.0,Oct
CA-2020-772,Fisomol Syrup (100 ml),26-08-2020,Lucknow,Uttar Pradesh,427.0,500.0,213500.0,7168.0,Aug
CA-2020-773,Fisomol Syrup (100 ml),01-03-2020,Lucknow,Uttar Pradesh,354.0,500.0,177000.0,6739.0,Mar
CA-2020-774,Fisomol Syrup (100 ml),10-12-2020,Lucknow,Uttar Pradesh,268.0,500.0,134000.0,13982.0,Dec
CA-2020-775,Fisomol Syrup (100 ml),03-12-2020,Lucknow,Uttar Pradesh,21.0,500.0,10500.0,116.0,Dec
CA-2020-776,Fisomol Syrup (100 ml),16-02-2020,Lucknow,Uttar Pradesh,493.0,500.0,246500.0,2138.0,Feb
CA-2020-777,Fisomol Syrup (100 ml),08-02-2020,Lucknow,Uttar Pradesh,397.0,500.0,198500.0,11706.0,Feb
CA-2020-778,Fisomol Syrup (100 ml),03-10-2020,Amroha,Uttar Pradesh,123.0,500.0,61500.0,12101.0,Oct
CA-2020-779,Fisomol Syrup (100 ml),24-09-2020,Amroha,Uttar Pradesh,89.0,500.0,44500.0,2391.0,Sep
CA-2020-780,Fisomol Syrup (100 ml),03-02-2020,Lucknow,Uttar Pradesh,129.0,500.0,64500.0,4636.0,Feb
CA-2020-781,Fisomol Syrup (100 ml),26-01-2020,Bhimavaram,Uttarakhand,411.0,500.0,205500.0,6424.0,Jan
CA-2020-782,Fisomol Syrup (100 ml),02-08-2020,Udupi,Karnataka,318.0,500.0,159000.0,6793.0,Aug
CA-2020-783,Fisomol Syrup (100 ml),18-07-2020,Lucknow,Uttar Pradesh,261.0,500.0,130500.0,7524.0,Jul
CA-2020-784,Fisomol Syrup (100 ml),13-10-2020,Lucknow,Uttar Pradesh,383.0,500.0,191500.0,4018.0,Oct
CA-2020-785,Fisomol Syrup (100 ml),18-04-2020,Lucknow,Uttar Pradesh,108.0,500.0,54000.0,8768.0,Apr
CA-2020-786,Fisomol Syrup (100 ml),03-04-2020,Lucknow,Uttar Pradesh,317.0,500.0,158500.0,262.0,Apr
CA-2020-787,Fisomol Syrup (100 ml),04-02-2020,Lucknow,Uttar Pradesh,372.0,500.0,186000.0,11982.0,Feb
CA-2020-788,Fisomol Syrup (100 ml),29-07-2020,Lucknow,Uttar Pradesh,31.0,500.0,15500.0,56.0,Jul
CA-2020-789,Fisomol Syrup (100 ml),08-08-2020,Lucknow,Uttar Pradesh,348.0,500.0,174000.0,15370.0,Aug
CA-2020-790,Fisomol Syrup (100 ml),24-02-2020,Lucknow,Uttar Pradesh,218.0,500.0,109000.0,1901.0,Feb
CA-2020-791,Fisomol Syrup (100 ml),22-10-2020,Lucknow,Uttar Pradesh,342.0,500.0,171000.0,964.0,Oct
CA-2020-792,Fisomol Syrup (100 ml),27-04-2020,Lucknow,Uttar Pradesh,136.0,500.0,68000.0,9777.0,Apr
CA-2020-793,Fisomol Syrup (100 ml),19-08-2020,Lucknow,Uttar Pradesh,365.0,500.0,182500.0,11188.0,Aug
CA-2020-794,Fisomol Syrup (100 ml),06-10-2020,New Delhi,Delhi,43.0,500.0,21500.0,333.0,Oct
CA-2020-795,Fisomol Syrup (100 ml),29-10-2020,New Delhi,Delhi,136.0,500.0,68000.0,4760.0,Oct
CA-2020-796,Fisomol Syrup (100 ml),06-06-2020,Lucknow,Uttar Pradesh,237.0,500.0,118500.0,2360.0,Jun
AR-2020-797,Avrid-NA Tablet (10X10 Strip ),11-06-2020,Lucknow,Uttar Pradesh,305.0,231.0,70455.0,2299.0,Jun
CA-2020-798,Fisomol Syrup (100 ml),05-07-2020,Lucknow,Uttar Pradesh,448.0,500.0,224000.0,12474.0,Jul
CA-2020-799,Fisomol Syrup (100 ml),15-08-2020,Giridih,Jharkhand,392.0,500.0,196000.0,12679.0,Aug
CA-2020-800,Fisomol Syrup (100 ml),08-06-2020,Medininagar,Jharkhand,2.0,500.0,1000.0,117.0,Jun
CA-2020-801,Fisomol Syrup (100 ml),03-03-2020,Bhimavaram,Uttarakhand,63.0,500.0,31500.0,6062.0,Mar
CA-2020-802,Fisomol Syrup (100 ml),03-04-2020,Medininagar,Jharkhand,16.0,500.0,8000.0,202.0,Apr
CA-2020-803,Fisomol Syrup (100 ml),09-10-2020,Lucknow,Uttar Pradesh,496.0,500.0,248000.0,9283.0,Oct
CA-2020-804,Fisomol Syrup (100 ml),07-07-2020,Lucknow,Uttar Pradesh,410.0,500.0,205000.0,3096.0,Jul
CA-2020-805,Fisomol Syrup (100 ml),02-04-2020,Lucknow,Uttar Pradesh,114.0,500.0,57000.0,2809.0,Apr
CA-2020-806,Fisomol Syrup (100 ml),07-04-2020,Lucknow,Uttar Pradesh,233.0,500.0,116500.0,14606.0,Apr
CA-2020-807,Fisomol Syrup (100 ml),05-07-2020,Lucknow,Uttar Pradesh,391.0,500.0,195500.0,3744.0,Jul
CA-2020-808,Fisomol Syrup (100 ml),08-03-2020,Lucknow,Uttar Pradesh,461.0,500.0,230500.0,1798.0,Mar
CA-2020-809,Fisomol Syrup (100 ml),31-03-2020,Lucknow,Uttar Pradesh,229.0,500.0,114500.0,11481.0,Mar
CA-2020-810,Fisomol Syrup (100 ml),10-07-2020,Lucknow,Uttar Pradesh,409.0,500.0,204500.0,10661.0,Jul
CA-2020-811,Fisomol Syrup (100 ml),30-08-2020,Guntakal,Uttarakhand,274.0,500.0,137000.0,5659.0,Aug
CA-2020-812,Fisomol Syrup (100 ml),11-12-2020,Bhimavaram,Uttarakhand,169.0,500.0,84500.0,2836.0,Dec
CA-2020-813,Fisomol Syrup (100 ml),04-04-2020,Guntakal,Uttarakhand,327.0,500.0,163500.0,11680.0,Apr
CA-2020-814,Fisomol Syrup (100 ml),24-12-2020,Guntakal,Uttarakhand,271.0,500.0,135500.0,4588.0,Dec
CA-2020-815,Fisomol Syrup (100 ml),01-06-2020,Bhimavaram,Uttarakhand,393.0,500.0,196500.0,15527.0,Jun
CA-2020-816,Fisomol Syrup (100 ml),11-03-2020,Pudukkottai,Tamil Nadu,439.0,500.0,219500.0,4984.0,Mar
CA-2020-817,Fisomol Syrup (100 ml),15-03-2020,Pudukkottai,Tamil Nadu,440.0,500.0,220000.0,952.0,Mar
CA-2020-818,Fisomol Syrup (100 ml),08-11-2020,Dharmavaram,Uttarakhand,65.0,500.0,32500.0,4283.0,Nov
CA-2020-819,Fisomol Syrup (100 ml),26-09-2020,Udupi,Karnataka,41.0,500.0,20500.0,801.0,Sep
CA-2020-820,Fisomol Syrup (100 ml),01-09-2020,Lucknow,Uttar Pradesh,425.0,500.0,212500.0,15074.0,Sep
